src,tgt
How many times a week does the soccer team practice?,그 축구팀은 일주일에 몇 시간이나 연습을 하나요?
All of you have to read it.,너가 모두는 이것을 읽어야 해요.
It is our obligation to help.,우리의 의무는 도와주는 것이다.
The boy was sold into slavery.,소년은 노예로 팔렸다.
Water the plants.,식물에 물을 주세요.
You are killing me slowly.,너는 날 천천히 죽이고 있어.
God created the world.,신이 세상을 창조하였다.
Her faith in God is unshaken.,그녀의 신앙심은 흔들림이 없다.
Her faith in God is unshaken.,그녀의 신앙심은 견고하다.
Her faith in God is unshaken.,그녀의 신앙심은 굳건하다.
Only God knows.,신만이 아실 것입니다.
May God bless you.,신께서 당신을 축복하시길.
May God keep you!,신께서 당신을 지켜주시길.
He prayed God to bless me.,그는 나에게 신의 축복을 빌어주었다.
"Man has reason, animals do not.",인간은 이성이 있지만 동물은 없다.
Water reflects light.,물은 빛을 반사한다.
"Some water, please.","물 좀 주세요, 제발."
I'm best at math.,나는 수학에 있어서 최고다.
What is the longest river in the world?,세계의 가장 긴 강의 이름이 뭐지?
Not a star was to be seen.,별은 하나도 보이지 않았다.
"To tell the truth, I felt lonely.",실은 나 외로웠어.
I lost my ticket. What should I do?,티켓을 잃어버렸어요. 어떻하면 좋죠?
The teacher looked over the papers.,선생님은 숙제를 살펴봤다.
War broke out in 1939.,1939년에 전쟁이 일어났다.
War concerns us all.,전쟁은 우리 모두와 연관된다.
I remember seeing him before.,나는 이전에 그를 만났던 걸 기억한다.
I go to bed early so I can get up to capture the sunrise.,나는 일찍 자기 때문에 일출을 보려 일찍 일어날 수 있다.
Don't put your hands out the window.,창 밖으로 손을 내밀지 마라.
What will you do after graduation?,졸업 후에 무엇을 할래?
"When I grow up, I want to be an English teacher.","제가 어른이되면, 나는 영어 교사가되고 싶어요."
There were lots of people.,많이 사람이 있었어.
How far is it from Osaka to Kyoto?,오사카에서부터 교토까지는 거리가 얼마나 됩니까?
World War I broke out in 1914.,1914년에 제1차 세계 대전이 일어났다.
Does anyone oppose the new plan?,새로운 계획에 반대하는 사람있습니까?
Everybody wants permanent peace.,모두가 영원한 평화를 원한다.
Everyone said that I was wrong.,모두들 내가 틀렸대.
Men like to look masculine.,남자들은 남성적으로 보이고 싶어한다.
The pond has frozen over.,그 호수가 얼어붙었다.
I'm looking for a hat to match a brown dress.,갈색 드레스와 어울리는 모자를 찾고 있어요.
Can you count to ten in Chinese?,중국어로 십까지 셀 수 있습니까?
We tend to slack off after many hours of hard work.,우리는 오랜 시간을 열심히 일한 후에는 게을러 지려는 경향이 있다.
"Weather permitting, we'll start on our trip tomorrow.","날씨가 허락한다면, 우리는 내일 여행을 시작할 것이다."
The telephone can be a nuisance.,전화는 성가실 수 있다.
"Thanks to his efforts, he attained his object.",그의 노력 덕분에 그는 목적을 달성했다.
In winter our lips get chapped.,겨울에는 입술이 튼다.
How did you spend your winter vacation?,겨울방학 어떻게 보냈어?
How did you spend your winter vacation?,겨울 방학은 어떻게 지냈나요?
The night view of Tokyo is wonderful.,도쿄는 야경이 끝내줘.
There has been no rain here for the past two weeks.,여기는 이주 전부터 비가 하나도 오지 않았다.
"When I got the phone call telling me of my father's death, I was completely flustered.",아버지의 사망을 알리는 전화를 받았을 때 나는 완전히 당황했다.
Japan and South Korea are neighbors.,일본과 남한은 이웃 국가다.
The climate of Japan is milder than that of England.,일본의 날씨는 영국보다 따듯하다.
The population of Japan is about 120 million.,일본의 인구는 약 1억 2000만명이다.
"Japan declared war on the United States in December, 1941.",1941년 12월에는 일본이 미국에게 전쟁을 선포했다.
Sunday is the last day of the week.,일요일은 일주일의 마지막 날이다.
It is clear that he is a great artist.,그가 재능있는 예술가인 것은 확실하다.
It has been two years since he came to Japan.,일본에 온 지 2년 되었다.
Give him the message when he comes back.,그가 돌아오면 메모를 전해주세요.
He has something of the musician in him.,그 사람은 음악에 대한 재능이 있다.
You'd better not tell him.,그에게 말하지 않는게 좋을걸.
I urge you to tell him the truth.,그 남자에게 사실대로 말해.
His money was all gone.,그 사람 돈이 모두 사라졌어.
His slacks are all wrinkled.,그 사람의 바지는 많이 주름져 있다.
Machines that his company produces are superior to ours.,그의 회사가 생산하는 기계가 우리것보다 뛰어나다.
Everything about him was grey.,그에 관한 모든 것이 잿빛이었다.
Peace to his ashes!,그의 혼에 평화를!
Nothing could sway his conviction.,그 어떤 것도 그의 신념을 꺾을 수 없었다.
His new novel is worth reading.,그의 새로운 소설은 읽을만한 가치가 있다.
I think his suggestion is worth considering.,내 생각엔 그의 제안을 고려해 볼 만하다.
His room is always tidy.,그의 방은 언제나 정돈이 잘 되어 있다.
He hid himself behind a large rock.,그는 큰 바위 뒤에 숨었다.
He is waiting for a telephone call.,그는 전화를 기다리고 있다.
He acts quickly.,그 사람은 동작이 빨라요.
He went on walking for two hours.,그는 두 시간 동안 더 걸었다.
He was born in Africa.,그는 아프리카에서 태어났다.
He usually goes to work at 8 a.m.,그는 보통 8시에 출근한다.
He was hard up.,그는 돈에 쪼들리고 있었다.
He was at the bottom of the class.,그는 반에서 꼴찌였습니다.
He was at the bottom of the class.,걔는 반에서 꼴찌였어.
He turned his coat inside out.,그는 코트를 뒤집었다.
He came to London by way of Siberia.,그 사람은 시베리아를 거쳐서 런던에 왔어.
He was christened John.,그는 존이라는 세례명을 받았다.
He tried to open the door.,그가 문을 열려고 하였다.
He had no money with him then.,그는 그때 돈이 없었다.
He used the dictionary.,그는 사전을 사용했다.
He was stumped by the problem.,그는 그 문제로 난처해졌다.
He lived a hard life.,그는 힘든 삶을 사랐다.
He is very honest.,그는 아주 성실해요.
He has absolutely no respect for other people's feelings.,그는 타인의 기분은 전혀 존중하지 않는다.
They made fun of Mary.,그들이 메리를 즐겁게 했다.
He often attributes his success to his wife.,그는 종종 그의 성공을 그의 아내의 공으로 돌리곤 한다
He speaks Russian perfectly.,그는 노어를 완벽하게 구사한다.
He committed an illegal act.,그는 불법행위를 저질렀다.
He attributes his success to hard work.,그는 그의 성공을 그가 열심히 일한것에 대해 공을 돌렸다
He carried six boxes at a time.,그는 상자 여섯 개를 한 번에 날랐다.
It was not long before he got well.,그가 괜찮아지기까지 오래 걸리지 않았다.
He stopped smoking last year.,그 사람 작년에 담배 끊었어.
He broke his left arm.,그는 왼팔을 부러뜨렸다.
He was accused of murder.,그는 살인죄로 기소되었다.
He has coached us for half a year.,그는 우리를 반년 동안 지도해왔다.
He told me that the book was interesting.,그는 나에게 그 책은 재미있다고 했어요.
He gave it to me.,그가 그것을 내게 줬어요.
He came to see me.,그는 나를 만나서 왔어요.
He invited me to dinner.,그는 나를 저녁 식사에 초대했다.
He argued me into going.,그는 나를 설득해 가도록 만들었다.
He kept me waiting.,그는 나를 기다리게 했다.
He sometimes makes dinner for us.,그가 때때로 우릴 위해 저녁을 차려 준다.
He has his own car.,그 남자는 자가용이 있다.
He has lost his job.,그는 자기 일을 잃었다.
He illustrated the problem with an example.,그는 예를 들어 문제를 설명했다.
He is in his library.,그는 그의 서재에 있다.
He deposited the prize money in the bank.,그는 상금을 은행에 입급했다.
He breathed deeply before entering his boss's office.,그는 상사의 사무실로 들어가기 전에 심호흡을 했다.
He complained to her about the food.,그는 그녀에게 음식에 대한 불평을 했다.
He lives in peace.,그는 평화 속에 살고 있다.
He left the office without saying a word to anyone.,그는 사람들에게 말 한 마디 없이 사무실을 떠났다.
He had to commit the whole message to memory.,그는 모든 메시지를 외워야 했다.
He gave her a fond look.,그녀를 오랫동안 쳐다보았다.
He is going to leave tomorrow afternoon.,그는 내일 오후에 떠날 예정이다.
They were too tired to climb a mountain.,그들은 너무 피곤하여 산을 오를 수 없었다.
They closed down the ferry service since it was no longer economical.,더 이상 경제적이지 않아서 여객선 운항을 멈췄다.
They gave a big party for me.,그들은 나를 위해 큰 파티를 열어 줬어.
They kept silence.,그들은 침묵을 지켰다.
They believe in a life after death.,그들은 죽은 후의 삶이 있다고 믿는다.
She cannot have done such a thing.,그녀가 그런 일을 했을 리가 없다.
She was heard to criticize the manager.,그녀는 관리자를 비난했다는 소식을 듣게 되었다.
I'll leave when she comes back.,그녀가 돌아오면 나는 떠날거야.
She could not make both ends meet on her income.,그녀는 그녀의 수입으로는 생활을 꾸릴 수가 없었다.
She has five older brothers.,그 여자는 오빠가 다섯명 있어.
He is foolish to meet her again.,그는 그녀를 다시 만날 정도로 어리석다.
I am dying to see her again.,나는 그녀를 미치도록 다시 보고 싶다.
I am dying to see her again.,나는 그녀를 다시 보고 싶어 미치겠다.
Her hair is long.,그녀의 머리카락은 길어.
Her hair is long.,그녀의 머리카락은 길다.
She majors in medicine.,그녀는 의학 전공이다.
She majors in medicine.,그녀는 의학을 전공하고 있습니다.
She is always at the bottom of the class.,그녀는 항상 반에서 꼴찌입니다.
She is always at the bottom of the class.,걔는 항상 반에서 꼴찌야.
She cut the cake into six pieces and gave one to each of the children.,그녀가 케이크를 여섯 조각으로 잘라서 애들에게 한조각씩 줬다.
